name,email,password_hash,balance
Raquel Mendes,raquel.mendes1@catchit.pt,$2b$12$HvPA90RAQNMYpS2ekXvJTex5MXssNQeYds3lh/G3md1M2nQKsD93m,282.29
Sara Simões,sara.simoes@catchit.pt,$2b$12$xXrk7j2TfIWJSsrWVjMhSe1qQqAS9VYOocGxElz3SzfM9N6BBhLl.,351.86
Diana Gomes,diana.gomes2@catchit.pt,$2b$12$xjvNGfhJLp.Z.NbQZmILRenD6G5d3iioSAbPcql0D6LISHUTiWvEe,465.35
Cláudia Reis,claudia.reis4@catchit.pt,$2b$12$CkdxR3n0vBzegCAknDH7wOnUzNpWlla6/K0avARDB2TO4yPZ9KUkW,179.96
Pedro Vieira,pedro.vieira1@catchit.pt,$2b$12$fgdcuBlLr6mX7omweDfKTeRWvtttZnAulR9SsgMM7bRptljnBVgzO,135.46
Gonçalo Pinto,goncalo.pinto3@catchit.pt,$2b$12$ohM3IaznIektlXxEvdb0POQJabS5aovXXpx31SRYZfSPRJgXTunAm,307.28
Alexandre Pires,alexandre.pires2@catchit.pt,$2b$12$DTWaiLOZueXFp9Kwd7WVcOY03pkcdaU9gOSJUBGJW5hAgUbIX8Zl2,235.4
Nuno Pires,nuno.pires1@catchit.pt,$2b$12$YK4bqtlPZ6BT/ateiWfxZu2yT.qlev2c2oweFp05.v/ogBqfpQOnG,156.62
Hugo Ramos,hugo.ramos3@catchit.pt,$2b$12$4xE5qDCW/OeZhcIYjoQWjeSJ6AOxEZVFbhG13DjiVolhQ5MFl8ojW,404.72
Catarina Mota,catarina.mota2@catchit.pt,$2b$12$q3ur6T3EhfuTMikjVFIFaOfqWjWoZ1CKQApLAM24BQDtCqIA/gqii,171.89
Marta Mendes,marta.mendes2@catchit.pt,$2b$12$hI3nFTGDVDgqshGa8SpD1euN2hry2OakhPyyLt9r.xKk9YfTOdPrK,429.02
Luís Gomes,luis.gomes@catchit.pt,$2b$12$h9kVE3cIHYW2EMsGiQ74Ju6WGywbj4zMByc1VjZAyQga/mqCU.eAK,91.22
Hugo Correia,hugo.correia1@catchit.pt,$2b$12$vEefkWkp3dnZ6JdjcQdBRuZG4ukIv9qjm4q3NqKKnDkmLT.dW3p6O,323.14
Marta Lopes,marta.lopes2@catchit.pt,$2b$12$.seHGWsQ3b8B5tsdusnaieie50ACvSyFVLWmdF.r.pe5D6.CGCnSy,14.25
Teresa Tavares,teresa.tavares1@catchit.pt,$2b$12$Z2CCLcklPyRgqZWwTjVDXuX990RO97GNhmRIQWJVcW7NFSq9kRBUS,112.46
Miguel Lopes,miguel.lopes@catchit.pt,$2b$12$RstO6Gfo1lonUPZNXjSZGuvucrKyCM8SheLSKNa34yf1cjAmOp28e,31.12
Catarina Sousa,catarina.sousa3@catchit.pt,$2b$12$vP9gpn4/4gHf7kUYxEdmKuxEINfh9fAjKUs59e3tUfFthXyCF8Q8C,479.46
João Reis,joao.reis3@catchit.pt,$2b$12$0cdVg64A3sqGjAg78cIyfODYjNkHGAQbdhY.dmx3EctnW7bLVSyUe,478.67
Gonçalo Azevedo,goncalo.azevedo2@catchit.pt,$2b$12$NqDje/iG3/b1ugVT9mqv4e8GCybYIsHtAe5LucdBZ3P5Aw.L4EOSO,190.83
Leonor Marques,leonor.marques1@catchit.pt,$2b$12$KXl3kp5Emzhn1Yx0VC8tgu.pYbno1ZSkOqToe1lZ5fSSeYL6NVZF6,422.35
Hugo Rocha,hugo.rocha1@catchit.pt,$2b$12$xSYkJZGQEEs8MoUWphjs7.liU6yAohrCropm2ppqL23uNDBCOGyoe,374.9
Diana Almeida,diana.almeida4@catchit.pt,$2b$12$nDB.RiIEGjtUdhubL/XZFOwFZAtbCZqjYgxAbFa7UxfqocV1LTB7.,192.05
Ana Barbosa,ana.barbosa3@catchit.pt,$2b$12$Ubj0Dy4Gj3AskyiFJtN1auTjR6iNBFO/NhcsnjpOQpX53NlDLqTvS,357.37
Francisca Simões,francisca.simoes3@catchit.pt,$2b$12$MmSoFFq8Ht5RSUlXvbEFme9pfDq4s6pCI6ibEOS5uSpPSzYRhiU9C,411.76
Ana Ramos,ana.ramos2@catchit.pt,$2b$12$jThOpcXLDMcYos4eeOZ1ae66UI4OA3mL3dnCrh5BSa68PslXYiGMW,402.15
Leonor Rodrigues,leonor.rodrigues4@catchit.pt,$2b$12$QrvXFRiURgDxfgQC5XyiEes/8b4BR5vGEltz6lSaIWhFl0CPArejO,186.03
Sara Lopes,sara.lopes3@catchit.pt,$2b$12$4vWpXh6tmWI1DlcC3FJJR.1Rvl.WYMyY4WNvCjjUi3ehBl7uTy6d2,323.62
Marco Pinto,marco.pinto2@catchit.pt,$2b$12$HZjktVCWZQ7E9JFS9piS7OE39.4OtnEwwnvdoTYLQzqYMBItlhfYe,204.69
Catarina Fonseca,catarina.fonseca2@catchit.pt,$2b$12$oLxGdVXavzkd3RTAVUDE.e4aaNNSBuBMFl18HnCf1nGdXm0AXIrMi,4.37
Inês Correia,ines.correia@catchit.pt,$2b$12$cbjmoZq6iD1HaR7TLtsBcOcnLRQ8hmdMuGZZ3iKUtebwMdQ2gcHa6,87.25
João Rodrigues,joao.rodrigues2@catchit.pt,$2b$12$Wqwq2jeQ9C34/bejq.OtzOoXXs//ir756xhk0J.LTNSXsYKYyI2sG,263.75
Susana Alves,susana.alves3@catchit.pt,$2b$12$KVgNRX25mL2O9MZPrziE5ueewMG2Ta5w6V1DOu1s9XddS3580Pdwi,337.65
Mónica Pires,monica.pires1@catchit.pt,$2b$12$ATT7H4VOwPosatPIXqKWtuJDiFp88YGrDmZgIQjBouPCqYaur6O62,344.18
Jorge Santos,jorge.santos@catchit.pt,$2b$12$lf74GDEIUpLCkgjsCd/kBeuM9D0u5Q7uiV0F/HjOUAmq4aWmCo4Ga,472.52
Mónica Borges,monica.borges1@catchit.pt,$2b$12$mbhaWY6oR0k8752lKWUONOA4yO4ycsb6J0NQ3OrtwX2porLHJ1M7W,385.34
Mariana Martins,mariana.martins1@catchit.pt,$2b$12$bxEwSVf/fVRKMRM2orYyauDR9/sn0LqYHSJ6U66u2Ol.v1.MVcDZ6,480.99
Teresa Melo,teresa.melo1@catchit.pt,$2b$12$awPWVFlimlV3DDMxrUbwg.LuBQLpeUfOq55jwilaHSoB9edngy07m,259.37
Patrícia Moreira,patricia.moreira1@catchit.pt,$2b$12$tkWF8k5VcjRpkAqLdAfKX.fUSStL.Z1rBoBawCIYUzJTQH4qfHaiK,205.48
Marta Vieira,marta.vieira1@catchit.pt,$2b$12$8I4grEzjqPGXMbXNDYjHEOnM/yplhzmBXh1JQTnDDpMZfAmQwTlK6,169.43
Beatriz Correia,beatriz.correia1@catchit.pt,$2b$12$f5r6a7Sri02kV6ulx8MZGe05duraQMIwWW93Vjd/VyvnJL8SdegDi,141.2
Ana Melo,ana.melo4@catchit.pt,$2b$12$.7U9mwdZQq5STZSK1OURKOYNqks.pwZpKXmBmAvjxPfgO6jWUhXFG,287.44
Luís Teixeira,luis.teixeira3@catchit.pt,$2b$12$TUETsDc/SzEnelmJCdptkO.5b7SdcFjx7HQAMd5AFzEfO/QM7Q3Ym,378.36
Tiago Rodrigues,tiago.rodrigues2@catchit.pt,$2b$12$dsJXA6OPAmMqUQsR5ygpN.qOP7j6ucmg6D2aPnrz5vBXNcgW/jmIC,467.23
Jorge Soares,jorge.soares1@catchit.pt,$2b$12$DWu955o2ISJaHOfzynHNg.nIp/8p7NO7SZGBFQ7KdGHt7wP9XvUHW,100.1
Fernando Gonçalves,fernando.goncalves2@catchit.pt,$2b$12$FxiIaafyyO6eoUnHBApCjujinr3lY9mDkGAuewE93xoBfi4t1TS6i,437.38
Helena Nunes,helena.nunes2@catchit.pt,$2b$12$f.1jQAjuo0ZNqaCaogJAYOozxLcmx3Xclur2itqjRzlV4vZp8Ccsq,487.35
Joana Carvalho,joana.carvalho2@catchit.pt,$2b$12$ECF/79oz8/P1bWtBqvlwaOA/QHQ9RDC7hJFrZvOvUslPAJNKME7wm,461.9
Fernando Ribeiro,fernando.ribeiro2@catchit.pt,$2b$12$BeOOqRhBxQg3AK2tswarneRUFtJlcoNT4LUukBmVWcmY3ENJ0mPU2,11.25
Helena Ramos,helena.ramos1@catchit.pt,$2b$12$OJA4J9a3Ux5sccXejWfezeOZedVf8RsL6sUzGYvKNKNN3WJc/ien6,351.46
Bruno Soares,bruno.soares1@catchit.pt,$2b$12$jfTmh2wdvN.K3sIeTpR/xuW0dkKxxmbtM8SkN418fwlDA78lWmMKG,43.88
Mónica Nunes,monica.nunes1@catchit.pt,$2b$12$Qys3XKceSQPc30/uuHEsKO2uvjs6A5UPKvd2Hkn1wXk4iljOL0c4C,205.0
Helena Soares,helena.soares3@catchit.pt,$2b$12$j8HZpNuFaWXz9ktx8yYxzuNVW9UAZ7LFuR6PNCfG4liGj12XCrqty,167.96
Miguel Pinto,miguel.pinto3@catchit.pt,$2b$12$vNkQAExQt8EXRmvWi/2knOx5RAjjGS7jnEUPl8qda4WNtSwJMNPC2,24.69
Teresa Macedo,teresa.macedo3@catchit.pt,$2b$12$D3T4RgXnnGTLUL1r42P8B.9qQOW8NMjsYvBmXHLnpo7/oMMb6NIee,122.3
Inês Azevedo,ines.azevedo1@catchit.pt,$2b$12$EKv0AcELNvG7vNagm7CoE.2xFrnHL9nbGVpV/3e9JWTD6E80qeg0G,15.89
Alexandre Fonseca,alexandre.fonseca3@catchit.pt,$2b$12$hkeYTmW9hmkZv3FyVB599uW9dZDgdXRTilj/Nhsm50fAvu8LGV6JK,88.55
Carolina Coelho,carolina.coelho4@catchit.pt,$2b$12$sVTraLoc6mWiqh1BK3gVb.XvvcKSKjnfMydrnIzE2QIjPlA/7eG0.,385.81
Bruno Fernandes,bruno.fernandes@catchit.pt,$2b$12$w14w1cS1WzuRFkupGbqLw.6H23AwektCIfj.QmOq3cxe6M6KzV.Z6,141.03
Miguel Gonçalves,miguel.goncalves1@catchit.pt,$2b$12$HIFuNq0AF6ZQk5Tsy2B/..3xOIq2lCzGGIG2QrZ9t/7pSLYbRQFFK,276.95
Beatriz Barbosa,beatriz.barbosa1@catchit.pt,$2b$12$6fPUyAV6O912NVx1OO5KlevmdXuIh.W3Ta/7Azg8nz7ZKwWaAh492,422.89
Paulo Teixeira,paulo.teixeira2@catchit.pt,$2b$12$Ia/hHa7SIup5zS74mZfwf.VDbqvS6H0jlxQAVMva9cidFy4NAe6CO,172.27
Daniela Oliveira,daniela.oliveira@catchit.pt,$2b$12$MMhRydrh5xBCl56O3hdJD.2ghXoguJBnuM6mxWWZl2KYRSpUUZ6tG,167.0
Carolina Rocha,carolina.rocha@catchit.pt,$2b$12$2ogUVr29rD38iU5H771F.uLUndGh3DqNl20qiRzufmrHQZNnBsNbu,367.82
Afonso Costa,afonso.costa5@catchit.pt,$2b$12$PYvFMlMJJrOpweSxCAQsOu02e1texYIyTIrtfWGj.MlvhIladARq6,76.05
Raquel Almeida,raquel.almeida1@catchit.pt,$2b$12$LinPMKV7c9kojCExxQIeSOsb0v46hOOGwUj5ao3uKARVLVcvBZfOe,303.11
Daniela Fernandes,daniela.fernandes4@catchit.pt,$2b$12$NcBKVD32GfWR4vhBl3TpHeZIleDO0iv7XQqycNfMBXtziufvs9uVW,473.19
Pedro Dias,pedro.dias5@catchit.pt,$2b$12$PbxKK4vzBrWM4oHX/2H47e.YR5lDALvC5JGRCNV2XdAXmyxSoNKYK,446.02
Renato Borges,renato.borges4@catchit.pt,$2b$12$bYmoofYiCb0rlHNQXWmbfesgQGIq7uf.RKV28jTyIVQtMfKjglah6,198.43
Pedro Alves,pedro.alves6@catchit.pt,$2b$12$DG0rCIHqEVrSq9TjpJz19eWxSHkoezadiLrVvK00lbT/b3NSNXzY2,398.14
Beatriz Silva,beatriz.silva1@catchit.pt,$2b$12$Fv8yLi6Av7wr/l1voxYPLuCmuzCyZTszam.xsVloaJijcxgNtXZJy,171.4
Ana Simões,ana.simoes@catchit.pt,$2b$12$ju0fS94tUOoH9lwMEAeMguPVYBTFsIQsIi0JUI2o4WikSxl1fPNDe,198.18
Sara Pinto,sara.pinto2@catchit.pt,$2b$12$8NRQ8siWAJBGLcSX0AuJn.g/x8dDG/tuO5vuP528HBZGkifvhsZem,95.98
Sara Costa,sara.costa@catchit.pt,$2b$12$y0Vv0xks7nUXE.QsFJ6d0e3OBRHIntQOPP.tSq5mPwlgySVrJWeJi,131.65
Sara Almeida,sara.almeida@catchit.pt,$2b$12$k.BPEWR7HR.PCkGuF2gy2.njYmLQTpFpLK2l/VKrfQmPsN/ZeYGJ2,254.63
Patrícia Moreira,patricia.moreira2@catchit.pt,$2b$12$1AsX9k0pI6vAItdyCWsfueZQ8dGH50rdZIeri/fa1d8N/35bNXXxO,56.8
Miguel Moreira,miguel.moreira3@catchit.pt,$2b$12$cpJrg6TlMSCFbpAWue4WX.63N4Bauf72UgUd6ApFyCbu6gtlF8S9q,358.45
Francisca Fernandes,francisca.fernandes3@catchit.pt,$2b$12$RfLiImFrW87TbuXkM3DzVeVYsCfMTHohUVqHSAfLK5R2Z6oPJrvG6,489.81
Filipa Fernandes,filipa.fernandes2@catchit.pt,$2b$12$zy7jA2CqHLkuAoLJPC2vb.ed6vH42ko6bfDuDxighoxdoBi4LfCpK,254.79
Helena Mendes,helena.mendes2@catchit.pt,$2b$12$s5dbGfwnkuUA7DHor5KNv.mI4wtqPiIh9wPWkLUUzSR44Bpg9HZOm,206.85
Sara Macedo,sara.macedo1@catchit.pt,$2b$12$.vkYTkweaPW2iVCAa5Mj1OO2zGHY4T.mlOdiqkPTuYNEMKB5jKlpC,221.07
Hugo Jesus,hugo.jesus2@catchit.pt,$2b$12$Nz3Hoj6fG9B/FgufR8zPseyXn3KM8bsXH1C48Nhpjh76.OoTS2Phu,363.47
Raquel Nunes,raquel.nunes1@catchit.pt,$2b$12$LyILHfi1gQZx8zX3zIzGPuTNV1BPJzAyxu7yQ45ALeUzcGqd/Ujrm,304.56
Jorge Pinto,jorge.pinto3@catchit.pt,$2b$12$KsdCYeOTGupPCZhiAmjKjeuri2bNTsNch/1TtOYRkbTh6LLa1CY5y,353.12
Luís Melo,luis.melo1@catchit.pt,$2b$12$TY5rkqjSIG0aNs04flbaGOnXMjgyA0ZrnXiS5Iy6PHkF1K5uHDaBu,166.26
Sara Lopes,sara.lopes4@catchit.pt,$2b$12$gA7aaxYPkOLbNjwvVGZnF.ftKj1VGaZHZuwpPARRHUa/rA3DHEl4G,160.62
Mónica Mendes,monica.mendes@catchit.pt,$2b$12$hZpCC7OUabqsm2tM3VVN1.1Q/z2DVXBinK02m8rh9pclksB7Md.66,329.99
Maria Mota,maria.mota3@catchit.pt,$2b$12$E2oy.UQyIH4hGsqzK6qFzetwpsiVp8OX4fuNzdfB2AzNzGWqadZpy,166.17
João Gomes,joao.gomes2@catchit.pt,$2b$12$f1eEOmwv0ZylxZlndfb39uDqLMzn3h/yp379W/Jn2owXpdORBA7sq,266.64
Gonçalo Campos,goncalo.campos@catchit.pt,$2b$12$6.7kXGBCGFHHP4YVrG.hPeF6hTOD66igJHZJmmsX9.5vJnIg/wajS,73.68
Leonor Costa,leonor.costa2@catchit.pt,$2b$12$MolkJ8Q.z03MYXFsQtBoBukWJhNbthpj8a8h1x2E.5XopXnP04pqa,386.8
Miguel Sousa,miguel.sousa2@catchit.pt,$2b$12$4EpgYWV9nvR5VVtP2HOFw.5Qixu6IodJZ0zxUlmfHS8hiTd/Wc6Uq,80.32
Joana Santos,joana.santos1@catchit.pt,$2b$12$lXb9.ep4Bh76ElUiaqjNSucr.JCLA9EbH/hwgcSarwI7OI6e2BqRy,317.65
Beatriz Reis,beatriz.reis3@catchit.pt,$2b$12$9sQlZa8M5pigW1pN7NxEmO/zHWbckftjchH5qAjqjCtMBQJR1bp.i,128.76
Raquel Fernandes,raquel.fernandes2@catchit.pt,$2b$12$KceHhgnFGfaEV4s7p3FyauYmwflxg8AiWUCR7aE4RYrys3xjuwxXu,358.33
Catarina Ferreira,catarina.ferreira2@catchit.pt,$2b$12$gNCSFejmcKSte1fSHEVTgelvN6MQobFQbddvmmfmkKd5jlCfIw0sO,360.94
Marta Pinto,marta.pinto@catchit.pt,$2b$12$d5WJqADjaSm8yFlQubFkM.2Kc3LtkJXeTQkI.pCB0OzJdlsZn9f06,359.6
Marta Santos,marta.santos3@catchit.pt,$2b$12$uESJf/X2HKVvPmrMos.oJute9EzhvvaZJjHgH.cShFGTYXCX/xYMG,420.93
Gonçalo Pinto,goncalo.pinto4@catchit.pt,$2b$12$o8TsIYAnD1UjKt4kXT9KYObHmrsyGE05FX6UC9Ak0IZWjHps/eY2.,400.18
Luís Martins,luis.martins4@catchit.pt,$2b$12$gvinxDyPVVI8dS3QVms4R.30OzTxb63tW58ractLL5uMWYVdgYMQq,486.95
Alexandre Fonseca,alexandre.fonseca4@catchit.pt,$2b$12$OVlAQgTvMDMBfLeLbVozoe7EJrXR4JnuSXh0dLUGEf4x/80IEsvc6,449.23
Filipa Coelho,filipa.coelho2@catchit.pt,$2b$12$Qv0SxjUTafzchxq3ccE/nO2W4/vEBID1iCFpyt563s3U9Te3XxgpC,378.67
Cláudia Campos,claudia.campos@catchit.pt,$2b$12$f9UKwuNfDehT6s3goZcs1OeMYheDHgbksKMXGyPIwVb1cdX3HiaUm,28.05
Mónica Gonçalves,monica.goncalves3@catchit.pt,$2b$12$Byi4nXlYVzzsLfPxiYUxHOrbLRTVv57k8eX31aVOjg4qEJt.hjOzG,16.98
Filipa Campos,filipa.campos4@catchit.pt,$2b$12$KzQvmmBmsUgF3uuwYCOSxewhCBnJqS7wx/RIq37eq9C6ditO9Xl.q,39.34
Carolina Lopes,carolina.lopes3@catchit.pt,$2b$12$WXtepPvrG49vDigcdaMGHup7tzMSkkh6YmlJKVI.ai0DRuBMf6lCW,140.15
Susana Coelho,susana.coelho1@catchit.pt,$2b$12$MZhw1LPLeXjCXd4VxVoWMedc9cknwF/PuyJkiIEC0uKRT14a/I592,356.12
Beatriz Rocha,beatriz.rocha1@catchit.pt,$2b$12$EqQlupHSAhuO6fuwrTDFjuuWFl7.Mbbex8zqAw/jfi5q3lLTzt0d6,100.41
Vítor Simões,vitor.simoes2@catchit.pt,$2b$12$xx7YtOS3zURgPspBYkofBuYwOXo.xL6i79yWxIvq7.S9Q0AYUW9k6,472.15
Joana Costa,joana.costa3@catchit.pt,$2b$12$6HFairL8hsb/A9J4CCpfVuioQm1sPTyBD0OJuvBIJAm5TBcKQ4nmC,256.84
Raquel Almeida,raquel.almeida2@catchit.pt,$2b$12$RDCxgUBUAgar/dSkXvqheueoYDN4OkXJLt4lx4cGCpxRQFINbK4.y,34.75
Nuno Ferreira,nuno.ferreira1@catchit.pt,$2b$12$UgaiMIrCkXgrr0fmDucJS.subxeSD4//Whvm2M6ZOKeKb.oayxBmm,293.38
Hugo Ribeiro,hugo.ribeiro@catchit.pt,$2b$12$xhmJtzVvnywamnEEd1QKKOJ4jUOdJ4nufVLaeUxEY0KIPiqZRddv.,322.99
Filipa Ferreira,filipa.ferreira1@catchit.pt,$2b$12$vygvKVoDeFqrsAdOF5h8eOrjd.hCRnWYJIKUYsUiQ0QG8BmfivqSu,223.67
Bruno Freitas,bruno.freitas1@catchit.pt,$2b$12$dl7d.KSjTRMWglC4hyoumOw3pG1Si0mYgoilOHJQal0ai0guMeJ2q,272.95
Sérgio Martins,sergio.martins3@catchit.pt,$2b$12$6L7HEJScp3qwz3YrW/w5N.0DUmbyvy4P.i9tALIRgVM8Z.7dhJLGy,193.13
Vanessa Mota,vanessa.mota3@catchit.pt,$2b$12$nIr/1X.RyH2LeJPO7DfBAuk2kNwnB/dUzb/Pzmy3hK8DuXZ2w2Yoa,138.67
Diana Teixeira,diana.teixeira3@catchit.pt,$2b$12$DypLRMORPkCB7/v1/rpsLupLRINZpmmrRCeVQfUNACvz5BbyOVA.u,191.34
Maria Mota,maria.mota4@catchit.pt,$2b$12$4HvpAbaQbhZQ57zXlm2JuOOQVDOft5UWB/ixpGTXNOHFkhRG3BAea,362.13
Patrícia Abreu,patricia.abreu@catchit.pt,$2b$12$YCdSK3t0cujNrNRK3tgUGOKaw4iBg2pRfk6GhkCAf15dEHYJ5Rlrm,208.34
Sofia Tavares,sofia.tavares1@catchit.pt,$2b$12$K1mZosWojvBAxDmOjLLtH.5wrHphpODjMTLeVhJ2tcUQvtqCLjSbK,245.3
Mónica Fernandes,monica.fernandes2@catchit.pt,$2b$12$IAiunLG3kkx63A9TJKyUC.3WlYnpw2Ja1pWzJUcHKYmrnH9OX1P62,87.36
Beatriz Martins,beatriz.martins2@catchit.pt,$2b$12$yFSyD/otY4.Tdl0FCbvFweQ0b9JddmzpQBOxtu5VXeaKQUtoog8Xm,414.3
Marta Almeida,marta.almeida2@catchit.pt,$2b$12$x.smLlyzK0d9d7Vd3ucSSevwoCbWEjPdLLQeRauxlu.5AmLB2L42K,221.57
Beatriz Fernandes,beatriz.fernandes@catchit.pt,$2b$12$ZYrCvC8Jqch7ZnI5Aq3tuuncnp0QpSDFDKqgvMx9e/IhgGyr1yZAq,403.57
André Silva,andre.silva4@catchit.pt,$2b$12$hsEQhFPRNEppPcNLfPUBeujb6wa8ctH0pRjgmNNH4oORpTv6PZ3KG,136.4
Sara Sousa,sara.sousa4@catchit.pt,$2b$12$0yR3LFqUPmVVlPgUE5BKd.q0V0McKmUTwmmseT.Wqe8sQqq9LJKim,323.37
Susana Almeida,susana.almeida4@catchit.pt,$2b$12$8wXkL8ttzNXVWSuLOjUzC.VHseNzHE7jrQ4MEU/pJztQ5OURuynUi,406.46
Carolina Ramos,carolina.ramos2@catchit.pt,$2b$12$xKiacMin.GvOr0.nYGU42uaGhWD7LW.ZaMqqQWM3cbm9N5ClnpQne,378.5
Maria Fonseca,maria.fonseca3@catchit.pt,$2b$12$crBbJJBoroHhuNP9290A0OTnJl.sW5zKhdBhSs6ErHKt9v1BhCCR2,372.74
Luís Cruz,luis.cruz1@catchit.pt,$2b$12$0qjhG4S7eG7TXZCKlGHrROIvzVFX67gIQ7pahN6jtHLbZDICQIF5K,19.13
Susana Figueiredo,susana.figueiredo2@catchit.pt,$2b$12$OKk5d6z8J/cPdtugqNHHSOrnSYSpMB.6GFq44iWhpk.5K9FmLXNMG,62.85
Hugo Ferreira,hugo.ferreira2@catchit.pt,$2b$12$Vspmk1ycPTVCDvQ1wNSqOetjmCDyGV268dYLNCufWvzOeSC8bU3TW,102.21
Susana Alves,susana.alves4@catchit.pt,$2b$12$8FXBYNSHNeYzFKdtv68T.Os2WdkpnqGSPZT/WUpdHGy0PSYgInN4G,413.5
Rodrigo Alves,rodrigo.alves@catchit.pt,$2b$12$1dxB6oMST3h17LNNvJkdAOHEWO7rlRNfX.EizHcfnypr17SEfP3wW,463.74
Vasco Ribeiro,vasco.ribeiro2@catchit.pt,$2b$12$Q8J2J1UxRa.cLMOf67rIve6L3p.KeXIUPW1eVfJmWnrLXW9Oo0sca,122.91
Vanessa Freitas,vanessa.freitas4@catchit.pt,$2b$12$D7KxyFZ7.v8.c5sa.TcbzO3m0mw5miNdnZaX8uELLK4jFPLtYj.vC,347.73
Nuno Campos,nuno.campos1@catchit.pt,$2b$12$2NcV.q6HbFl7hlTfiX8GJ.AceNLnTG07XAe9.ehtRc1NFoHLgXSka,59.28
Pedro Campos,pedro.campos1@catchit.pt,$2b$12$R0MOVbSde4/iyq/iG7wIf.2fYogXERPUMRFUYcFVcRT9ZrOQ0j0c2,450.66
Filipa Oliveira,filipa.oliveira@catchit.pt,$2b$12$Oy0HiM6H4aWqlsHaE7jl6uOQkOad631OLHqjrotRaEG796iPJzgYS,206.52
Fernando Moreira,fernando.moreira2@catchit.pt,$2b$12$tHvVfpQPOJJ8AMYqWxFSKufnux.maugLmHgab0c9T4.vUlqyMS4fC,124.16
Luís Vieira,luis.vieira3@catchit.pt,$2b$12$y6hRkQBPQ2aDcmElsf0cAONQOvEV41xAR4ZptbDppL8Os8edt5oZy,130.33
Catarina Borges,catarina.borges1@catchit.pt,$2b$12$PlhrOE6lSXMyps9LRwdK2.N0I69ymxrT9n3wOF/XiALl2a5q89Nfu,417.09
Leonor Melo,leonor.melo3@catchit.pt,$2b$12$rs1ULzvnPDC1r1Xag40xY.bvU9gYtBfDtX7CpUZLqKa2hrLY6OlUa,463.19
Sofia Cruz,sofia.cruz2@catchit.pt,$2b$12$ju6O8aJt3FTXiFtahEGOQOL.PXTG8YMduV0Eazm0Vyv95kpl.ZioW,241.68
Hugo Soares,hugo.soares@catchit.pt,$2b$12$wIKsgzXHSKgyDFTdd/Yz4OANoXNrHIScu.QT0fQYmNgkhAyIWrxJ6,213.36
Bruno Fernandes,bruno.fernandes1@catchit.pt,$2b$12$OiRbDagRgj7r48g1QdYj3OydL947Rdq3Zd66m/4P/jff289prj7bm,369.96
Jorge Fonseca,jorge.fonseca2@catchit.pt,$2b$12$NtzIQrC09GrY14WNf68KBOhriTInrbVM7lI.8FDLDuPIXTjk7iPv2,11.77
Catarina Rodrigues,catarina.rodrigues2@catchit.pt,$2b$12$Q4u5pow8jHidnxkQGvEPxuxY/B7zQ7wf46WeWeb17js91N0vZeFCa,260.39
Sara Monteiro,sara.monteiro1@catchit.pt,$2b$12$92M0qE/xrrV4N27tSFAri.TcYbX2X0IKSdfoa0s9/8wmiKW5HRlP6,97.98
Cláudia Jesus,claudia.jesus@catchit.pt,$2b$12$XmYYb1f2FH6kfz08JV1y4uwHRoLdJx1PRUF8GqFlVHIsLEenNO/Jm,404.35
Rui Pereira,rui.pereira@catchit.pt,$2b$12$hrg1Hjfg4L7k1/mrTxRxYOQZVfUpEhqvKP9PDBezHbTT1PXR18gyq,136.14
Rodrigo Mota,rodrigo.mota1@catchit.pt,$2b$12$aKUgshgYK2EdITjPTYbTIu1iFr59eoa7hmw/Fh2T3KG8uCYaDW1.a,484.67
Maria Tavares,maria.tavares5@catchit.pt,$2b$12$5qQFQe32OuQeP8feZrTdee/xbhvG883yvrFNjnodeJOXddVG/6r7i,408.27
Carolina Cardoso,carolina.cardoso4@catchit.pt,$2b$12$vtjO.IS2kRPMq.KVHLrcmOP34QVtd0hLa5jhcu.we94gkR9y/spm.,120.97
Carla Dias,carla.dias2@catchit.pt,$2b$12$Ic6OsBtQmY3vz4ayg572VuC1vo0QDMwvN4r3oERnLLPQy.OpIFCXi,462.51
Marco Mendes,marco.mendes3@catchit.pt,$2b$12$jHk7tM4iJHuNVvT4Ozp1a.piTjB5teut01guQjrv7YRkD8DKGXxcu,129.16
Susana Freitas,susana.freitas4@catchit.pt,$2b$12$pwIxKxO9ocIQdugBNWAuPOO7ydf/TmVVVgcBI8YMpKA6v.6V.dMei,36.6
Inês Nunes,ines.nunes2@catchit.pt,$2b$12$7hczKbmdEkyYqfiXQlq4ZehtZtYuNQM3ulE1lcg4XZtIBOFNV05ra,494.92
Afonso Tavares,afonso.tavares2@catchit.pt,$2b$12$7AIvIQgAw6VCJjCuqIHX4ObauBeUx0FJiF8HZqnF3uKQxbOcz7YwW,118.85
Rui Correia,rui.correia@catchit.pt,$2b$12$HGUYllSb0uHjwEhnr.dTEOrK2RvB5mJMryI5nPan/n9pKkCrbx/ee,422.32
Inês Pereira,ines.pereira5@catchit.pt,$2b$12$HaNrsVkfivFDEO/DW4TeHewmx9rP.FpR1h.FjAOdmO/G0iX0zP6wK,5.29
Sara Ramos,sara.ramos@catchit.pt,$2b$12$lSuwbq1gQ0PTLnmb916er.5AIw4fIvEfTUhlfz7sgwtV2G80BzCwu,18.36
Patrícia Pereira,patricia.pereira2@catchit.pt,$2b$12$HD1FmcbbaNodgO76NY9x1.NVSf7f5q6dROX/0WFGfzr84tTi2dMIa,438.19
